N1|N2|QID|Time|Degree|Overtime|Heu
9|12|1127|3,430,527|9|0|0
9|12|1127|3,428,181|9|0|0
9|12|1127|3,426,368|9|0|0
9|12|1127|3,424,693|9|0|0
9|12|1127|3,422,933|9|0|0
9|12|1127|3,421,176|9|0|0
9|12|1127|3,419,384|9|0|0
9|12|1127|3,417,629|9|0|0
9|12|1127|3,415,850|9|0|0
9|12|1127|3,414,076|9|0|0
9|12|1127|3,430,449|9|0|0
9|12|1127|3,428,643|9|0|0
9|12|1127|3,426,843|9|0|0
9|12|1127|3,425,061|9|0|0
9|12|1127|3,423,264|9|0|0
9|12|1127|3,421,483|9|0|0
9|12|1127|3,419,650|9|0|0
9|12|1127|3,417,869|9|0|0
9|12|1127|3,416,083|9|0|0
9|12|1127|3,414,293|9|0|0
9|12|1127|3,430,507|9|0|0
9|12|1127|3,428,528|9|0|0
9|12|1127|3,426,750|9|0|0
9|12|1127|3,424,967|9|0|0
9|12|1127|3,423,169|9|0|0
9|12|1127|3,421,366|9|0|0
9|12|1127|3,419,583|9|0|0
9|12|1127|3,417,792|9|0|0
9|12|1127|3,416,133|9|0|0
9|12|1127|3,414,411|9|0|0
9|12|1127|3,430,226|9|0|0
9|12|1127|3,428,371|9|0|0
9|12|1127|3,426,554|9|0|0
9|12|1127|3,424,776|9|0|0
9|12|1127|3,423,105|9|0|0
9|12|1127|3,421,354|9|0|0
9|12|1127|3,419,514|9|0|0
9|12|1127|3,417,730|9|0|0
9|12|1127|3,415,960|9|0|0
9|12|1127|3,414,161|9|0|0
9|12|1127|3,430,458|9|0|0
9|12|1127|3,428,620|9|0|0
9|12|1127|3,426,831|9|0|0
9|12|1127|3,425,051|9|0|0
9|12|1127|3,423,247|9|0|0
9|12|1127|3,421,430|9|0|0
9|12|1127|3,419,603|9|0|0
9|12|1127|3,417,800|9|0|0
9|12|1127|3,415,996|9|0|0
9|12|1127|3,414,188|9|0|0
9|12|1127|3,430,305|9|0|0
9|12|1127|3,428,462|9|0|0
9|12|1127|3,426,680|9|0|0
9|12|1127|3,424,896|9|0|0
9|12|1127|3,423,093|9|0|0
9|12|1127|3,421,325|9|0|0
9|12|1127|3,419,529|9|0|0
9|12|1127|3,417,724|9|0|0
9|12|1127|3,415,955|9|0|0
9|12|1127|3,414,181|9|0|0
9|12|1127|3,429,730|9|0|0
9|12|1127|3,427,885|9|0|0
9|12|1127|3,426,113|9|0|0
9|12|1127|3,424,460|9|0|0
9|12|1127|3,422,704|9|0|0
9|12|1127|3,420,896|9|0|0
9|12|1127|3,419,094|9|0|0
9|12|1127|3,417,370|9|0|0
9|12|1127|3,415,598|9|0|0
9|12|1127|3,413,834|9|0|0
9|12|1127|3,429,643|9|0|0
9|12|1127|3,427,765|9|0|0
9|12|1127|3,425,980|9|0|0
9|12|1127|3,424,203|9|0|0
9|12|1127|3,422,403|9|0|0
9|12|1127|3,420,626|9|0|0
9|12|1127|3,418,793|9|0|0
9|12|1127|3,417,023|9|0|0
9|12|1127|3,415,245|9|0|0
9|12|1127|3,413,605|9|0|0
9|12|1127|3,430,658|9|0|0
9|12|1127|3,428,928|9|0|0
9|12|1127|3,427,116|9|0|0
9|12|1127|3,425,345|9|0|0
9|12|1127|3,423,570|9|0|0
9|12|1127|3,421,787|9|0|0
9|12|1127|3,419,913|9|0|0
9|12|1127|3,418,137|9|0|0
9|12|1127|3,416,341|9|0|0
9|12|1127|3,414,543|9|0|0
9|12|1127|3,430,086|9|0|0
9|12|1127|3,428,236|9|0|0
9|12|1127|3,426,454|9|0|0
9|12|1127|3,424,675|9|0|0
9|12|1127|3,422,865|9|0|0
9|12|1127|3,421,091|9|0|0
9|12|1127|3,419,302|9|0|0
9|12|1127|3,417,537|9|0|0
9|12|1127|3,415,767|9|0|0
9|12|1127|3,413,983|9|0|0
