N1|N2|QID|Time|Degree|Overtime|Heu
9|12|1127|3,969,270|9|0|0
9|12|1127|3,966,963|9|0|0
9|12|1127|3,965,135|9|0|0
9|12|1127|3,963,375|9|0|0
9|12|1127|3,961,582|9|0|0
9|12|1127|3,959,801|9|0|0
9|12|1127|3,958,042|9|0|0
9|12|1127|3,956,285|9|0|0
9|12|1127|3,954,511|9|0|0
9|12|1127|3,952,764|9|0|0
9|12|1127|3,951,018|9|0|0
9|12|1127|3,949,241|9|0|0
9|12|1127|3,947,468|9|0|0
9|12|1127|3,945,728|9|0|0
9|12|1127|3,943,986|9|0|0
9|12|1127|3,942,223|9|0|0
9|12|1127|3,940,481|9|0|0
9|12|1127|3,938,737|9|0|0
9|12|1127|3,936,968|9|0|0
9|12|1127|3,935,347|9|0|0
9|12|1127|3,933,631|9|0|0
9|12|1127|3,931,858|9|0|0
9|12|1127|3,930,113|9|0|0
9|12|1127|3,928,366|9|0|0
9|12|1127|3,926,617|9|0|0
9|12|1127|3,924,872|9|0|0
9|12|1127|3,923,125|9|0|0
9|12|1127|3,921,369|9|0|0
9|12|1127|3,919,623|9|0|0
9|12|1127|3,917,873|9|0|0
9|12|1127|3,916,125|9|0|0
9|12|1127|3,914,386|9|0|0
9|12|1127|3,912,634|9|0|0
9|12|1127|3,910,864|9|0|0
9|12|1127|3,909,116|9|0|0
9|12|1127|3,907,356|9|0|0
9|12|1127|3,905,576|9|0|0
9|12|1127|3,903,791|9|0|0
9|12|1127|3,902,047|9|0|0
9|12|1127|3,900,280|9|0|0
9|12|1127|3,898,521|9|0|0
9|12|1127|3,896,933|9|0|0
9|12|1127|3,895,169|9|0|0
9|12|1127|3,893,424|9|0|0
9|12|1127|3,891,656|9|0|0
9|12|1127|3,889,903|9|0|0
9|12|1127|3,888,132|9|0|0
9|12|1127|3,886,360|9|0|0
9|12|1127|3,884,596|9|0|0
9|12|1127|3,882,820|9|0|0
9|12|1127|3,881,102|9|0|0
9|12|1127|3,879,357|9|0|0
9|12|1127|3,877,586|9|0|0
9|12|1127|3,875,806|9|0|0
9|12|1127|3,874,042|9|0|0
9|12|1127|3,872,301|9|0|0
9|12|1127|3,870,542|9|0|0
9|12|1127|3,868,752|9|0|0
9|12|1127|3,866,995|9|0|0
9|12|1127|3,865,209|9|0|0
9|12|1127|3,890,803|9|0|0
9|12|1127|3,889,689|9|0|0
9|12|1127|3,887,884|9|0|0
9|12|1127|3,886,058|9|0|0
9|12|1127|3,884,266|9|0|0
9|12|1127|3,882,494|9|0|0
9|12|1127|3,880,721|9|0|0
9|12|1127|3,878,667|9|0|0
9|12|1127|3,876,854|9|0|0
9|12|1127|3,875,080|9|0|0
9|12|1127|3,873,318|9|0|0
9|12|1127|3,871,559|9|0|0
9|12|1127|3,869,809|9|0|0
9|12|1127|3,868,049|9|0|0
9|12|1127|3,866,290|9|0|0
9|12|1127|3,864,528|9|0|0
9|12|1127|3,862,774|9|0|0
9|12|1127|3,860,988|9|0|0
9|12|1127|3,859,212|9|0|0
9|12|1127|3,857,440|9|0|0
9|12|1127|3,855,659|9|0|0
9|12|1127|3,853,900|9|0|0
9|12|1127|3,852,153|9|0|0
9|12|1127|3,850,373|9|0|0
9|12|1127|3,848,613|9|0|0
9|12|1127|3,846,857|9|0|0
9|12|1127|3,845,076|9|0|0
9|12|1127|3,843,295|9|0|0
9|12|1127|3,841,521|9|0|0
9|12|1127|3,839,748|9|0|0
9|12|1127|3,837,977|9|0|0
9|12|1127|3,836,273|9|0|0
9|12|1127|3,834,552|9|0|0
9|12|1127|3,832,781|9|0|0
9|12|1127|3,831,031|9|0|0
9|12|1127|3,829,272|9|0|0
9|12|1127|3,827,516|9|0|0
9|12|1127|3,825,738|9|0|0
9|12|1127|3,823,958|9|0|0
9|12|1127|3,822,194|9|0|0
