N1|N2|QID|Time|Degree|Overtime|Heu
9|12|6876|223,567|8|0|0
9|12|6876|221,398|8|0|0
9|12|6876|219,864|8|0|0
9|12|6876|218,355|8|0|0
9|12|6876|216,856|8|0|0
9|12|6876|215,365|8|0|0
9|12|6876|213,859|8|0|0
9|12|6876|207,249|8|0|0
9|12|6876|205,753|8|0|0
9|12|6876|204,246|8|0|0
9|12|6876|202,755|8|0|0
9|12|6876|201,268|8|0|0
9|12|6876|199,787|8|0|0
9|12|6876|198,281|8|0|0
9|12|6876|196,788|8|0|0
9|12|6876|195,297|8|0|0
9|12|6876|193,808|8|0|0
9|12|6876|192,321|8|0|0
9|12|6876|190,843|8|0|0
9|12|6876|189,364|8|0|0
9|12|6876|187,879|8|0|0
9|12|6876|186,401|8|0|0
9|12|6876|184,909|8|0|0
9|12|6876|183,431|8|0|0
9|12|6876|181,939|8|0|0
9|12|6876|180,464|8|0|0
9|12|6876|178,978|8|0|0
9|12|6876|177,496|8|0|0
9|12|6876|176,011|8|0|0
9|12|6876|174,538|8|0|0
9|12|6876|173,057|8|0|0
9|12|6876|171,609|8|0|0
9|12|6876|170,138|8|0|0
9|12|6876|168,459|8|0|0
9|12|6876|166,972|8|0|0
9|12|6876|165,479|8|0|0
9|12|6876|163,997|8|0|0
9|12|6876|162,494|8|0|0
9|12|6876|161,005|8|0|0
9|12|6876|159,518|8|0|0
9|12|6876|158,028|8|0|0
9|12|6876|156,537|8|0|0
9|12|6876|155,235|8|0|0
9|12|6876|153,747|8|0|0
9|12|6876|152,263|8|0|0
9|12|6876|150,782|8|0|0
9|12|6876|149,294|8|0|0
9|12|6876|147,813|8|0|0
9|12|6876|146,325|8|0|0
9|12|6876|144,835|8|0|0
9|12|6876|143,344|8|0|0
9|12|6876|141,862|8|0|0
9|12|6876|140,369|8|0|0
9|12|6876|138,883|8|0|0
9|12|6876|137,388|8|0|0
9|12|6876|135,716|8|0|0
9|12|6876|134,234|8|0|0
9|12|6876|132,756|8|0|0
9|12|6876|131,271|8|0|0
9|12|6876|129,790|8|0|0
