N1|N2|QID|Time|Degree|Overtime|Heu
9|12|6876|280,668|8|0|0
9|12|6876|278,374|8|0|0
9|12|6876|276,855|8|0|0
9|12|6876|275,335|8|0|0
9|12|6876|273,828|8|0|0
9|12|6876|272,311|8|0|0
9|12|6876|270,811|8|0|0
9|12|6876|269,310|8|0|0
9|12|6876|267,809|8|0|0
9|12|6876|266,317|8|0|0
9|12|6876|264,818|8|0|0
9|12|6876|263,424|8|0|0
9|12|6876|261,945|8|0|0
9|12|6876|260,459|8|0|0
9|12|6876|258,963|8|0|0
9|12|6876|257,474|8|0|0
9|12|6876|255,984|8|0|0
9|12|6876|254,495|8|0|0
9|12|6876|253,006|8|0|0
9|12|6876|251,511|8|0|0
9|12|6876|250,013|8|0|0
9|12|6876|248,518|8|0|0
9|12|6876|247,024|8|0|0
9|12|6876|245,532|8|0|0
9|12|6876|244,031|8|0|0
9|12|6876|242,533|8|0|0
9|12|6876|241,033|8|0|0
9|12|6876|239,512|8|0|0
9|12|6876|238,023|8|0|0
9|12|6876|236,530|8|0|0
9|12|6876|235,044|8|0|0
9|12|6876|233,558|8|0|0
9|12|6876|232,072|8|0|0
9|12|6876|230,579|8|0|0
9|12|6876|229,076|8|0|0
9|12|6876|227,585|8|0|0
9|12|6876|226,095|8|0|0
9|12|6876|224,609|8|0|0
9|12|6876|223,114|8|0|0
9|12|6876|221,625|8|0|0
9|12|6876|220,127|8|0|0
9|12|6876|218,640|8|0|0
9|12|6876|217,172|8|0|0
9|12|6876|215,692|8|0|0
9|12|6876|214,202|8|0|0
9|12|6876|212,715|8|0|0
9|12|6876|211,225|8|0|0
9|12|6876|209,723|8|0|0
9|12|6876|208,230|8|0|0
9|12|6876|206,727|8|0|0
9|12|6876|205,240|8|0|0
9|12|6876|203,751|8|0|0
9|12|6876|202,267|8|0|0
9|12|6876|200,768|8|0|0
9|12|6876|199,279|8|0|0
9|12|6876|197,788|8|0|0
9|12|6876|196,301|8|0|0
9|12|6876|194,813|8|0|0
9|12|6876|193,328|8|0|0
9|12|6876|191,836|8|0|0
9|12|6876|190,338|8|0|0
9|12|6876|188,848|8|0|0
9|12|6876|187,357|8|0|0
9|12|6876|185,876|8|0|0
9|12|6876|184,389|8|0|0
9|12|6876|182,908|8|0|0
9|12|6876|181,423|8|0|0
9|12|6876|179,938|8|0|0
9|12|6876|178,432|8|0|0
9|12|6876|176,943|8|0|0
9|12|6876|175,454|8|0|0
9|12|6876|173,968|8|0|0
9|12|6876|172,509|8|0|0
9|12|6876|171,022|8|0|0
9|12|6876|169,530|8|0|0
9|12|6876|168,036|8|0|0
9|12|6876|166,547|8|0|0
9|12|6876|165,055|8|0|0
9|12|6876|163,567|8|0|0
9|12|6876|162,080|8|0|0
9|12|6876|160,591|8|0|0
9|12|6876|159,099|8|0|0
9|12|6876|157,611|8|0|0
9|12|6876|156,118|8|0|0
9|12|6876|154,630|8|0|0
9|12|6876|153,142|8|0|0
9|12|6876|151,654|8|0|0
9|12|6876|150,157|8|0|0
9|12|6876|148,675|8|0|0
9|12|6876|147,173|8|0|0
9|12|6876|145,681|8|0|0
9|12|6876|144,195|8|0|0
9|12|6876|142,680|8|0|0
9|12|6876|141,217|8|0|0
9|12|6876|139,742|8|0|0
9|12|6876|138,267|8|0|0
9|12|6876|136,778|8|0|0
9|12|6876|135,293|8|0|0
9|12|6876|133,799|8|0|0
9|12|6876|132,313|8|0|0
