N1|N2|QID|Time|Degree|Overtime|Heu
9|12|1127|3,937,077|9|0|0
9|12|1127|3,934,928|9|0|0
9|12|1127|3,933,139|9|0|0
9|12|1127|3,931,351|9|0|0
9|12|1127|3,929,575|9|0|0
9|12|1127|3,927,808|9|0|0
9|12|1127|3,925,994|9|0|0
9|12|1127|3,924,389|9|0|0
9|12|1127|3,922,647|9|0|0
9|12|1127|3,920,872|9|0|0
9|12|1127|3,919,103|9|0|0
9|12|1127|3,917,345|9|0|0
9|12|1127|3,915,583|9|0|0
9|12|1127|3,913,788|9|0|0
9|12|1127|3,912,016|9|0|0
9|12|1127|3,910,246|9|0|0
9|12|1127|3,908,479|9|0|0
9|12|1127|3,906,723|9|0|0
9|12|1127|3,904,961|9|0|0
9|12|1127|3,903,202|9|0|0
9|12|1127|3,901,437|9|0|0
9|12|1127|3,899,658|9|0|0
9|12|1127|3,897,888|9|0|0
9|12|1127|3,896,136|9|0|0
9|12|1127|3,894,376|9|0|0
9|12|1127|3,892,591|9|0|0
9|12|1127|3,890,838|9|0|0
9|12|1127|3,889,049|9|0|0
9|12|1127|3,887,259|9|0|0
9|12|1127|3,885,490|9|0|0
9|12|1127|3,883,712|9|0|0
9|12|1127|3,881,940|9|0|0
9|12|1127|3,880,178|9|0|0
9|12|1127|3,878,416|9|0|0
9|12|1127|3,876,651|9|0|0
9|12|1127|3,874,893|9|0|0
9|12|1127|3,873,136|9|0|0
9|12|1127|3,871,406|9|0|0
9|12|1127|3,869,648|9|0|0
9|12|1127|3,867,895|9|0|0
9|12|1127|3,866,129|9|0|0
9|12|1127|3,864,376|9|0|0
9|12|1127|3,862,618|9|0|0
9|12|1127|3,860,856|9|0|0
9|12|1127|3,859,090|9|0|0
9|12|1127|3,857,318|9|0|0
9|12|1127|3,855,529|9|0|0
9|12|1127|3,853,766|9|0|0
9|12|1127|3,852,000|9|0|0
9|12|1127|3,850,219|9|0|0
