N1|N2|QID|Time|Degree|Overtime|Heu
9|12|321|3,247,131|6|0|0
9|12|321|3,206,033|6|0|0
9|12|321|3,170,706|6|0|0
9|12|321|3,135,439|6|0|0
9|12|321|3,100,065|6|0|0
9|12|321|3,064,879|6|0|0
9|12|321|3,029,066|6|0|0
9|12|321|2,992,719|6|0|0
9|12|321|2,957,183|6|0|0
9|12|321|2,921,871|6|0|0
9|12|321|2,886,694|6|0|0
9|12|321|2,851,357|6|0|0
9|12|321|2,816,137|6|0|0
9|12|321|2,780,871|6|0|0
9|12|321|2,745,523|6|0|0
9|12|321|2,710,144|6|0|0
9|12|321|2,674,947|6|0|0
9|12|321|2,639,680|6|0|0
9|12|321|2,604,496|6|0|0
9|12|321|2,569,269|6|0|0
9|12|321|2,533,815|6|0|0
9|12|321|2,498,538|6|0|0
9|12|321|2,463,227|6|0|0
9|12|321|2,427,797|6|0|0
9|12|321|2,392,597|6|0|0
9|12|321|2,357,207|6|0|0
9|12|321|2,321,918|6|0|0
9|12|321|2,286,574|6|0|0
9|12|321|2,251,128|6|0|0
9|12|321|2,215,816|6|0|0
9|12|321|2,180,586|6|0|0
9|12|321|2,145,117|6|0|0
9|12|321|2,109,969|6|0|0
9|12|321|2,074,864|6|0|0
9|12|321|2,039,575|6|0|0
9|12|321|2,004,328|6|0|0
9|12|321|1,968,931|6|0|0
9|12|321|1,933,474|6|0|0
9|12|321|1,897,984|6|0|0
9|12|321|1,860,162|6|0|0
9|12|321|1,824,905|6|0|0
9|12|321|1,789,826|6|0|0
9|12|321|1,754,522|6|0|0
9|12|321|1,719,142|6|0|0
9|12|321|1,683,703|6|0|0
9|12|321|1,648,531|6|0|0
9|12|321|1,613,297|6|0|0
9|12|321|1,577,835|6|0|0
9|12|321|1,542,407|6|0|0
9|12|321|1,507,180|6|0|0
9|12|321|1,471,964|6|0|0
9|12|321|1,436,578|6|0|0
9|12|321|1,401,263|6|0|0
9|12|321|1,365,971|6|0|0
9|12|321|1,330,676|6|0|0
9|12|321|1,295,410|6|0|0
9|12|321|1,259,877|6|0|0
9|12|321|1,224,543|6|0|0
9|12|321|1,189,288|6|0|0
9|12|321|1,154,105|6|0|0
9|12|321|1,118,785|6|0|0
9|12|321|1,083,540|6|0|0
9|12|321|1,048,359|6|0|0
9|12|321|1,013,184|6|0|0
9|12|321|977,929|6|0|0
9|12|321|942,707|6|0|0
9|12|321|907,489|6|0|0
9|12|321|872,286|6|0|0
9|12|321|836,789|6|0|0
9|12|321|801,592|6|0|0
9|12|321|766,293|6|0|0
9|12|321|730,836|6|0|0
9|12|321|695,514|6|0|0
9|12|321|659,941|6|0|0
9|12|321|624,085|6|0|0
9|12|321|588,843|6|0|0
9|12|321|553,574|6|0|0
9|12|321|518,185|6|0|0
9|12|321|483,004|6|0|0
9|12|321|447,804|6|0|0
9|12|321|412,374|6|0|0
9|12|321|377,177|6|0|0
9|12|321|341,953|6|0|0
9|12|321|306,612|6|0|0
9|12|321|271,302|6|0|0
9|12|321|236,129|6|0|0
9|12|321|200,875|6|0|0
9|12|321|165,461|6|0|0
9|12|321|130,231|6|0|0
9|12|321|95,013|6|0|0
9|12|321|412,204|6|0|0
9|12|321|374,865|6|0|0
9|12|321|339,546|6|0|0
9|12|321|304,324|6|0|0
9|12|321|269,092|6|0|0
9|12|321|233,870|6|0|0
9|12|321|198,329|6|0|0
9|12|321|161,484|6|0|0
9|12|321|126,159|6|0|0
9|12|321|90,749|6|0|0
