N1|N2|QID|Time|Degree|Overtime|Heu
9|12|1452|2,642,223|9|0|0
9|12|1452|2,634,707|9|0|0
9|12|1452|2,627,508|9|0|0
9|12|1452|2,620,426|9|0|0
9|12|1452|2,613,362|9|0|0
9|12|1452|2,606,303|9|0|0
9|12|1452|2,598,827|9|0|0
9|12|1452|2,591,786|9|0|0
9|12|1452|2,584,719|9|0|0
9|12|1452|2,577,810|9|0|0
9|12|1452|2,641,366|9|0|0
9|12|1452|2,634,285|9|0|0
9|12|1452|2,627,095|9|0|0
9|12|1452|2,619,996|9|0|0
9|12|1452|2,612,920|9|0|0
9|12|1452|2,605,845|9|0|0
9|12|1452|2,598,791|9|0|0
9|12|1452|2,591,724|9|0|0
9|12|1452|2,584,662|9|0|0
9|12|1452|2,577,584|9|0|0
9|12|1452|2,641,774|9|0|0
9|12|1452|2,634,341|9|0|0
9|12|1452|2,627,267|9|0|0
9|12|1452|2,620,151|9|0|0
9|12|1452|2,613,047|9|0|0
9|12|1452|2,605,987|9|0|0
9|12|1452|2,598,897|9|0|0
9|12|1452|2,591,828|9|0|0
9|12|1452|2,584,743|9|0|0
9|12|1452|2,577,631|9|0|0
9|12|1452|2,641,947|9|0|0
9|12|1452|2,634,584|9|0|0
9|12|1452|2,627,471|9|0|0
9|12|1452|2,620,378|9|0|0
9|12|1452|2,613,269|9|0|0
9|12|1452|2,606,160|9|0|0
9|12|1452|2,599,062|9|0|0
9|12|1452|2,591,968|9|0|0
9|12|1452|2,584,803|9|0|0
9|12|1452|2,577,704|9|0|0
9|12|1452|2,641,669|9|0|0
9|12|1452|2,634,409|9|0|0
9|12|1452|2,627,320|9|0|0
9|12|1452|2,620,014|9|0|0
9|12|1452|2,612,883|9|0|0
9|12|1452|2,605,809|9|0|0
9|12|1452|2,598,711|9|0|0
9|12|1452|2,591,645|9|0|0
9|12|1452|2,584,541|9|0|0
9|12|1452|2,577,473|9|0|0
9|12|1452|2,641,898|9|0|0
9|12|1452|2,634,748|9|0|0
9|12|1452|2,627,279|9|0|0
9|12|1452|2,620,175|9|0|0
9|12|1452|2,613,078|9|0|0
9|12|1452|2,605,973|9|0|0
9|12|1452|2,598,857|9|0|0
9|12|1452|2,591,899|9|0|0
9|12|1452|2,584,852|9|0|0
9|12|1452|2,577,760|9|0|0
9|12|1452|2,641,445|9|0|0
9|12|1452|2,634,390|9|0|0
9|12|1452|2,627,219|9|0|0
9|12|1452|2,620,104|9|0|0
9|12|1452|2,613,013|9|0|0
9|12|1452|2,605,934|9|0|0
9|12|1452|2,598,858|9|0|0
9|12|1452|2,591,706|9|0|0
9|12|1452|2,584,592|9|0|0
9|12|1452|2,577,511|9|0|0
9|12|1452|2,641,740|9|0|0
9|12|1452|2,634,721|9|0|0
9|12|1452|2,627,603|9|0|0
9|12|1452|2,620,483|9|0|0
9|12|1452|2,613,347|9|0|0
9|12|1452|2,606,261|9|0|0
9|12|1452|2,599,194|9|0|0
9|12|1452|2,592,096|9|0|0
9|12|1452|2,585,024|9|0|0
9|12|1452|2,577,728|9|0|0
9|12|1452|2,641,690|9|0|0
9|12|1452|2,634,505|9|0|0
9|12|1452|2,627,421|9|0|0
9|12|1452|2,620,335|9|0|0
9|12|1452|2,613,244|9|0|0
9|12|1452|2,606,276|9|0|0
9|12|1452|2,599,226|9|0|0
9|12|1452|2,592,107|9|0|0
9|12|1452|2,584,915|9|0|0
9|12|1452|2,577,806|9|0|0
9|12|1452|2,641,680|9|0|0
9|12|1452|2,634,390|9|0|0
9|12|1452|2,627,217|9|0|0
9|12|1452|2,620,085|9|0|0
9|12|1452|2,612,993|9|0|0
9|12|1452|2,605,875|9|0|0
9|12|1452|2,598,774|9|0|0
9|12|1452|2,591,712|9|0|0
9|12|1452|2,584,617|9|0|0
9|12|1452|2,577,625|9|0|0
