N1|N2|QID|Time|Degree|Overtime|Heu
9|12|1452|3,641,438|9|0|0
9|12|1452|3,633,726|9|0|0
9|12|1452|3,626,636|9|0|0
9|12|1452|3,619,651|9|0|0
9|12|1452|3,612,649|9|0|0
9|12|1452|3,605,672|9|0|0
9|12|1452|3,598,685|9|0|0
9|12|1452|3,591,708|9|0|0
9|12|1452|3,584,694|9|0|0
9|12|1452|3,577,716|9|0|0
9|12|1452|3,570,747|9|0|0
9|12|1452|3,563,786|9|0|0
9|12|1452|3,556,818|9|0|0
9|12|1452|3,549,829|9|0|0
9|12|1452|3,542,868|9|0|0
9|12|1452|3,535,893|9|0|0
9|12|1452|3,528,921|9|0|0
9|12|1452|3,521,923|9|0|0
9|12|1452|3,515,078|9|0|0
9|12|1452|3,508,122|9|0|0
9|12|1452|3,501,124|9|0|0
9|12|1452|3,494,132|9|0|0
9|12|1452|3,487,158|9|0|0
9|12|1452|3,480,161|9|0|0
9|12|1452|3,473,170|9|0|0
9|12|1452|3,466,194|9|0|0
9|12|1452|3,459,226|9|0|0
9|12|1452|3,452,225|9|0|0
9|12|1452|3,445,247|9|0|0
9|12|1452|3,438,241|9|0|0
9|12|1452|3,431,262|9|0|0
9|12|1452|3,424,270|9|0|0
9|12|1452|3,417,307|9|0|0
9|12|1452|3,410,264|9|0|0
9|12|1452|3,403,299|9|0|0
9|12|1452|3,396,351|9|0|0
9|12|1452|3,389,365|9|0|0
9|12|1452|3,382,362|9|0|0
9|12|1452|3,375,388|9|0|0
9|12|1452|3,368,403|9|0|0
9|12|1452|3,361,417|9|0|0
9|12|1452|3,354,453|9|0|0
9|12|1452|3,347,456|9|0|0
9|12|1452|3,340,439|9|0|0
9|12|1452|3,333,478|9|0|0
9|12|1452|3,326,504|9|0|0
9|12|1452|3,319,516|9|0|0
9|12|1452|3,312,530|9|0|0
9|12|1452|3,305,590|9|0|0
9|12|1452|3,298,640|9|0|0
9|12|1452|3,291,647|9|0|0
9|12|1452|3,284,655|9|0|0
9|12|1452|3,277,668|9|0|0
9|12|1452|3,270,702|9|0|0
9|12|1452|3,263,730|9|0|0
9|12|1452|3,256,747|9|0|0
9|12|1452|3,249,772|9|0|0
9|12|1452|3,242,759|9|0|0
9|12|1452|3,235,762|9|0|0
9|12|1452|3,228,799|9|0|0
9|12|1452|3,221,835|9|0|0
9|12|1452|3,214,860|9|0|0
9|12|1452|3,207,875|9|0|0
9|12|1452|3,200,877|9|0|0
9|12|1452|3,193,898|9|0|0
9|12|1452|3,186,920|9|0|0
9|12|1452|3,179,912|9|0|0
9|12|1452|3,172,925|9|0|0
9|12|1452|3,165,950|9|0|0
9|12|1452|3,158,977|9|0|0
